Neighborhood,Source,Liv_Area,Total_bedrooms,Sale_Price,Predicted
Long Beach,California,916,3,150000,183263.9445
Oakland,California,589,2,138800,177167.7051
Santa Ana,California,104,3,139200,136979.434
Fresno,California,696,4,143800,167029.0329
Fresno,California,139,2,257300,137935.6181
Long Beach,California,1130,3,246900,194601.0489
San Diego,California,503,3,137000,160730.1033
San Francisco,California,403,2,119100,166108.936
Sacramento,California,447,3,121600,142130.6681
Santa Ana,California,610,4,160000,163578.4369
San Francisco,California,85,2,156500,149262.2108
San Diego,California,834,2,225000,178472.9525
Fresno,California,495,2,174200,156795.474
Santa Ana,California,331,2,253000,149212.6624
Bakersfield,California,549,5,136700,155258.5599
Sacramento,California,285,5,144000,133133.5313
Long Beach,California,816,2,176000,178173.6536
Oakland,California,213,2,145800,157248.3068
San Francisco,California,376,2,97300,164678.5537
San Diego,California,958,4,1.00E+05,184627.273
Bakersfield,California,109,2,84700,132570.89
Long Beach,California,371,2,76400,154598.8338
Sacramento,California,109,2,97200,124431.8219
Fresno,California,396,2,86500,151550.7388
San Jose,California,902,2,80700,179296.6827
Santa Ana,California,717,3,82000,169454.4105
San Francisco,California,1142,4,82100,204844.1872
Long Beach,California,841,2,88800,179498.0817
Long Beach,California,739,2,95500,174094.4151
Bakersfield,California,545,5,164300,155046.6514
Santa Ana,California,992,2,195500,184230.5408
San Jose,California,682,2,248900,167641.7157
San Jose,California,534,3,111100,159593.68
San Francisco,California,685,3,129500,180841.0633
Oakland,California,188,3,98200,155716.4573
Santa Ana,California,625,5,276800,164165.6723
San Jose,California,181,5,270900,140477.9127
San Jose,California,372,5,224200,150596.5432
Oakland,California,288,4,216700,160806.7482
Long Beach,California,86,5,270600,138878.0895
Bakersfield,California,432,3,261400,149475.0794
San Jose,California,329,3,417500,148733.3698
Sacramento,California,441,3,290100,141812.8054
Oakland,California,112,4,342200,151482.7745
San Francisco,California,551,2,415300,173949.5502
San Diego,California,160,4,284900,142351.5287
San Francisco,California,891,2,187500,191961.7721
Los Angeles,California,872,3,140600,173910.5902
San Diego,California,153,4,144800,141980.6888
Bakersfield,California,741,3,245500,165845.0104
Long Beach,California,150,3,182600,142683.4682
San Jose,California,240,5,212000,143603.563
Oakland,California,703,3,216700,182999.6757
Long Beach,California,745,3,196400,174204.8565
Sacramento,California,495,5,191700,144258.7272
Los Angeles,California,523,4,165900,155214.1528
Santa Ana,California,159,4,157700,139685.7544
Long Beach,California,745,3,153100,174204.8565
Los Angeles,California,447,3,250000,151395.3129
Bakersfield,California,205,5,253600,137034.4296
San Francisco,California,477,5,500001,169406.9788
Long Beach,California,237,3,500001,147292.4779
Santa Ana,California,158,2,500001,140047.6201
Oakland,California,131,3,398600,152696.7613
Long Beach,California,724,4,333000,172884.9154
Fresno,California,977,5,206300,181708.1831
San Jose,California,184,2,210200,141259.1083
Sacramento,California,386,3,292700,138899.0636
Fresno,California,111,2,102200,136452.2587
San Jose,California,557,4,220800,160604.7324
Sacramento,California,371,4,242800,137896.9853
San Francisco,California,1061,5,219000,200345.6188
Los Angeles,California,615,5,282100,159880.6267
Oakland,California,143,4,372000,153125.0654
Oakland,California,406,5,220800,166850.6273
Long Beach,California,98,5,234000,139513.8149
San Diego,California,86,5,273800,138223.8002
Sacramento,California,510,3,248500,145468.2269
Oakland,California,114,4,240900,151588.7288
Long Beach,California,878,5,286600,180835.971
Sacramento,California,126,2,206200,125332.433
Santa Ana,California,504,4,231000,157962.8619
Santa Ana,California,608,3,209200,163679.9041
Bakersfield,California,840,5,241800,170674.9028
San Francisco,California,86,5,263900,148692.9237
Bakersfield,California,308,3,220900,142905.9161
San Jose,California,432,5,223200,153775.1706
Fresno,California,592,4,195700,161519.4121
San Jose,California,169,4,275000,140049.6086
Oakland,California,557,3,183300,175265.0158
Bakersfield,California,601,4,137500,158220.7917
San Diego,California,187,5,264700,143574.4896
Long Beach,California,440,5,235100,157631.9911
Oakland,California,79,5,167900,149527.1081
San Jose,California,764,2,186200,171985.8398
Los Angeles,California,97,4,180000,132645.8983
Long Beach,California,264,4,218000,148515.4388
Los Angeles,California,563,4,187200,157333.2377
Fresno,California,460,2,184600,154941.2747
Oakland,California,317,5,192200,162135.6634
Long Beach,California,634,5,212600,167909.5529
San Diego,California,670,4,183600,169369.8615
Santa Ana,California,903,4,161700,179100.734
Long Beach,California,408,4,179100,156144.1445
San Francisco,California,156,3,160900,152816.1652
Oakland,California,567,3,340000,175794.787
Bakersfield,California,196,2,431000,137179.8997
Long Beach,California,86,4,216800,139085.5109
Oakland,California,89,4,275000,150264.3007
Sacramento,California,174,4,196900,127460.4921
San Jose,California,494,5,170200,157059.7522
San Francisco,California,493,3,167100,170669.4557
Oakland,California,158,2,187500,154334.565
Los Angeles,California,165,2,179300,136663.1855
San Jose,California,674,3,198100,167010.4773
Oakland,California,267,5,179900,159486.8072
Los Angeles,California,88,2,167200,132583.9471
San Jose,California,177,3,240700,140680.847
San Diego,California,121,3,332600,140492.8423
San Diego,California,600,5,165400,165454.0415
Santa Ana,California,887,4,204500,178253.1
San Jose,California,207,3,137500,142270.1607
Fresno,California,330,2,187200,148054.2487
Santa Ana,California,596,2,173600,163251.6
Sacramento,California,147,4,163000,126030.1098
Oakland,California,336,2,173100,163764.493
Los Angeles,California,363,5,172600,146530.3917
Santa Ana,California,354,3,134900,150223.7148
Santa Ana,California,134,4,157600,138361.3263
San Francisco,California,202,4,226700,155045.6914
San Diego,California,768,4,198700,174561.6196
Los Angeles,California,279,4,187000,142287.7347
Santa Ana,California,168,5,157300,139955.1271
Los Angeles,California,330,2,156300,145404.4109
Bakersfield,California,481,2,212500,152278.3798
Santa Ana,California,288,4,231800,146519.8033
Fresno,California,298,4,247600,145944.1379
Oakland,California,815,4,158000,188725.6921
Bakersfield,California,713,3,442900,164361.651
Los Angeles,California,70,2,248900,131630.3588
Santa Ana,California,120,2,223200,138034.4894
Fresno,California,536,2,287600,158967.536
Fresno,California,522,4,223500,157811.0135
Los Angeles,California,111,5,246900,133180.1566
Long Beach,California,635,5,223800,167962.5301
Fresno,California,103,5,223100,135406.1774
Santa Ana,California,410,3,218500,153190.4337
Fresno,California,123,5,156300,136465.7199
Long Beach,California,191,2,245700,145062.9516
Long Beach,California,684,3,299400,170973.2519
Los Angeles,California,654,4,221300,162154.1559
San Francisco,California,122,3,336500,151014.943
San Francisco,California,204,4,285400,155151.6456
San Francisco,California,141,4,257300,151814.0869
San Diego,California,590,5,300400,164924.2702
San Diego,California,468,5,231300,158461.0612
Sacramento,California,63,4,475800,121580.0314
Sacramento,California,561,2,184400,148377.4816
Fresno,California,640,3,174600,164269.7354
San Diego,California,147,4,204400,141662.8261
Fresno,California,855,3,209400,175659.8169
San Jose,California,287,5,117600,146093.4878
Sacramento,California,606,4,97900,150346.6093
San Diego,California,375,3,140600,153949.0316
Santa Ana,California,654,3,119000,166116.8518
Sacramento,California,947,4,129200,168411.8083
San Francisco,California,655,3,111700,179251.7496
San Francisco,California,597,4,116700,175971.655
San Diego,California,86,4,121300,138431.2216
Oakland,California,669,2,107200,181405.875
Santa Ana,California,1232,3,89900,196737.6289
Long Beach,California,275,5,87300,148890.7657
San Diego,California,168,2,125200,143190.1885
San Francisco,California,813,4,116300,187414.7136
San Francisco,California,542,2,179200,173472.7561
Los Angeles,California,633,4,69000,161041.6363
Long Beach,California,389,4,78700,155137.5792
Santa Ana,California,662,4,66300,166333.2473
Los Angeles,California,1086,4,141300,185040.2731
San Francisco,California,242,2,117900,157579.6192
Long Beach,California,589,4,110200,165733.0038
Fresno,California,199,3,103800,140906.8241
Los Angeles,California,830,4,85000,171478.1296
Los Angeles,California,161,2,126100,136451.2771
San Francisco,California,120,5,85700,150494.1459
Los Angeles,California,304,4,53600,143612.1628
Los Angeles,California,288,2,142300,143179.3717
Long Beach,California,1393,4,91200,208326.6108
Los Angeles,California,702,5,59800,164489.6364
Santa Ana,California,1472,2,88900,209659.5599
Santa Ana,California,163,3,96200,140105.0843
San Francisco,California,91,5,73800,148957.8093
Santa Ana,California,463,4,86300,155790.7998
Fresno,California,544,5,56000,158769.0888
Santa Ana,California,450,2,79900,155516.94
Bakersfield,California,111,5,133000,132054.58
Santa Ana,California,417,4,90400,153353.8521
San Jose,California,166,3,86600,140098.0987
Sacramento,California,143,2,139900,126233.0441
Bakersfield,California,366,5,155800,145563.7464
Oakland,California,114,3,111500,151796.1502
Los Angeles,California,405,4,68800,148962.8523
Fresno,California,386,2,75000,151020.9676
Los Angeles,California,207,2,129700,138888.2247
Santa Ana,California,103,2,263100,137133.8783
San Diego,California,440,3,156700,157392.5446
Bakersfield,California,275,4,253900,140950.2496
San Francisco,California,132,3,127000,151544.7142
Fresno,California,208,4,130800,141176.1968
San Jose,California,718,3,150800,169341.4707
Bakersfield,California,204,3,133400,137396.2953
Bakersfield,California,708,4,142500,163889.3439
Fresno,California,509,2,142600,157537.1537
San Francisco,California,206,5,108500,155050.1785
Bakersfield,California,770,4,178600,167173.9256
San Diego,California,362,4,67500,153052.9076
Santa Ana,California,250,3,99400,144714.094
Bakersfield,California,492,5,101400,152238.8639
San Jose,California,547,3,94600,160282.3826
Fresno,California,475,3,170500,155528.5101
Bakersfield,California,386,5,174200,146623.2889
Oakland,California,122,5,122200,151805.1243
Fresno,California,448,4,136000,153890.7064
Long Beach,California,670,2,162200,170438.9936
San Francisco,California,858,4,100700,189798.6842
San Jose,California,555,4,129800,160498.7782
Santa Ana,California,161,4,83500,139791.7086
San Jose,California,197,3,156900,141740.3895
Santa Ana,California,654,2,165900,166324.2732
Santa Ana,California,347,2,133900,150060.2964
San Francisco,California,124,4,225000,150913.4758
Fresno,California,703,3,166000,167607.2942
San Jose,California,380,4,139300,151227.7816
Long Beach,California,448,4,150800,158263.2295
Fresno,California,147,5,196100,137737.1709
Bakersfield,California,404,3,129400,147991.7199
Fresno,California,127,4,166400,136885.0498
San Diego,California,365,4,159700,153211.8389
Oakland,California,298,5,212600,161129.098
Long Beach,California,335,3,294100,152484.236
Bakersfield,California,396,4,225400,147360.4815
San Jose,California,90,2,197100,136279.2587
Oakland,California,152,3,186400,153809.2809
San Francisco,California,682,2,190000,180889.5533
San Jose,California,365,2,182000,150847.9676
Oakland,California,558,5,235700,174903.15
Los Angeles,California,755,5,220800,167297.4239
Fresno,California,288,2,233200,145829.2095
Los Angeles,California,116,3,273200,133859.8851
Santa Ana,California,1138,4,140600,191550.3579
Bakersfield,California,709,3,148900,164149.7425
Sacramento,California,165,2,194000,127398.5408
Oakland,California,313,2,184000,162546.0191
Long Beach,California,308,5,259500,150639.0108
Santa Ana,California,203,5,229200,141809.3264
Long Beach,California,177,4,190700,143906.4291
Fresno,California,747,4,265900,169730.8662
Sacramento,California,791,4,106300,160147.3771
San Diego,California,681,3,151800,170160.0313
Oakland,California,283,2,182000,160956.7054
San Diego,California,109,2,162500,140064.5382
San Diego,California,569,5,266500,163811.7506
San Diego,California,310,4,184900,150298.0972
Long Beach,California,640,2,292500,168849.6799
San Jose,California,1278,4,306900,198801.2382
Bakersfield,California,560,3,266800,156256.1511
Santa Ana,California,126,3,283900,138144.9307
Los Angeles,California,166,3,271000,136508.7412
San Diego,California,969,5,335700,185002.5999
Long Beach,California,389,2,269800,155552.422
San Francisco,California,73,5,345800,148004.2211
Los Angeles,California,681,2,343700,163999.3811
Long Beach,California,824,2,356700,178597.4706
Long Beach,California,563,4,432400,164355.5986
Long Beach,California,182,4,434700,144171.3147
Fresno,California,890,5,294800,177099.1734
San Jose,California,210,3,257100,142429.0921
Sacramento,California,408,5,99400,139649.7175
Los Angeles,California,282,4,85000,142446.6661
Sacramento,California,230,2,370200,130842.0538
Bakersfield,California,594,5,404300,157642.5305
San Francisco,California,148,5,399700,151977.5053
San Francisco,California,376,2,401800,164678.5537
Long Beach,California,832,4,485400,178606.4447
Santa Ana,California,344,5,285400,149279.1007
Fresno,California,863,3,353600,176083.6339
Bakersfield,California,451,5,365800,150066.8019
Santa Ana,California,711,4,205100,168929.1264
Long Beach,California,436,2,310700,158042.3468
Long Beach,California,286,4,171100,149680.9355
Santa Ana,California,91,5,147100,135875.8886
San Diego,California,669,2,134500,169731.7272
Fresno,California,605,4,195000,162208.1147
Fresno,California,1061,3,184800,186573.1043
Long Beach,California,707,5,269400,171776.8829
Los Angeles,California,1275,4,237700,195052.9494
San Francisco,California,720,2,190000,182902.684
Bakersfield,California,161,4,161000,134910.8576
Long Beach,California,651,3,173500,169225.0069
Los Angeles,California,777,5,175000,168462.9207
Fresno,California,520,3,80400,157912.4806
Santa Ana,California,662,3,81300,166540.6687
San Francisco,California,134,2,156600,151858.0899
Los Angeles,California,196,4,133700,137890.6335
Santa Ana,California,563,3,103600,161295.9335
Fresno,California,132,4,144600,137149.9354
Fresno,California,240,4,111700,142871.4647
Fresno,California,844,2,114600,175284.49
Long Beach,California,137,3,145500,141994.7656
Bakersfield,California,771,3,143900,167434.3241
San Jose,California,635,4,105200,164736.948
Fresno,California,610,3,269800,162680.4217
Long Beach,California,668,2,275000,170333.0394
Oakland,California,597,4,95000,177176.6793
San Francisco,California,159,3,91500,152975.0965
Santa Ana,California,980,5,86100,182972.5511
Sacramento,California,158,3,104200,126820.2795
Los Angeles,California,247,2,111500,141007.3096
Santa Ana,California,109,5,156300,136829.4768
Los Angeles,California,743,4,140600,166869.1199
Oakland,California,498,3,167800,172139.3655
Bakersfield,California,447,5,247300,149854.8934
Oakland,California,323,4,267700,162660.9475
Long Beach,California,329,2,22500,152373.7946
Sacramento,California,851,2,212200,163740.8473
Santa Ana,California,775,4,311400,172319.6622
San Francisco,California,414,2,263200,166691.6843
Bakersfield,California,787,4,333700,168074.5367
San Jose,California,110,3,324400,137131.3798
Long Beach,California,721,3,315500,172933.4055
Los Angeles,California,650,2,331200,162357.0903
Sacramento,California,193,4,103100,128467.0574
Santa Ana,California,576,2,152700,162192.0576
San Diego,California,108,5,71100,139389.2969
Fresno,California,159,5,87500,138372.8963
Los Angeles,California,358,2,85800,146887.7703
Oakland,California,88,2,90400,150626.1664
Sacramento,California,192,3,117700,128621.5017
Oakland,California,762,2,500001,186332.7474
Fresno,California,524,3,95500,158124.3891
Oakland,California,141,3,239600,153226.5325
Los Angeles,California,608,2,173400,160132.0511
Oakland,California,463,2,187900,170492.5876
Santa Ana,California,165,4,180800,140003.6171
Sacramento,California,89,2,207600,123372.2794
Los Angeles,California,1029,3,196300,182227.9985
Los Angeles,California,441,5,167400,150662.6073
San Jose,California,494,3,150900,157474.5951
Long Beach,California,617,5,140200,167008.9419
Santa Ana,California,716,4,126400,169194.012
Long Beach,California,105,3,162500,140299.4976
San Jose,California,96,3,138500,136389.7001
Fresno,California,899,3,56700,177990.8103
Los Angeles,California,97,3,47500,132853.3198
Bakersfield,California,779,5,59200,167443.2983
Fresno,California,545,3,43800,159236.9087
Long Beach,California,406,2,62100,156453.0331
Santa Ana,California,329,5,51300,148484.4439
Sacramento,California,226,2,52500,130630.1453
Long Beach,California,448,5,44400,158055.808
Long Beach,California,688,4,52100,170977.739
San Francisco,California,658,4,120300,179203.2596
Bakersfield,California,84,5,121600,130624.1977
San Diego,California,756,3,153800,174133.3155
Sacramento,California,103,2,91600,124113.9592
Long Beach,California,316,3,92300,151477.6706
San Diego,California,96,2,89500,139375.8356
San Jose,California,447,4,61200,154777.2489
Sacramento,California,1030,3,67300,173016.3309
San Diego,California,163,3,57100,142717.8815
San Francisco,California,216,3,54200,155994.7925
Long Beach,California,720,2,69200,173087.8498
Oakland,California,670,5,59000,180836.5878
Oakland,California,550,3,56000,174894.1759
San Jose,California,439,3,69100,154560.8533
San Jose,California,403,5,55600,152238.834
San Francisco,California,155,3,51300,152763.188
San Diego,California,341,2,64700,152355.2308
Los Angeles,California,600,4,87500,159293.3913
San Diego,California,436,4,88300,156973.2147
Bakersfield,California,175,3,85700,135859.9587
Bakersfield,California,91,5,73000,130995.0375
Bakersfield,California,292,4,70700,141850.8607
Sacramento,California,966,2,67700,169833.2165
Long Beach,California,834,4,73000,178712.399
Fresno,California,738,5,85000,169046.6506
Sacramento,California,320,5,80400,134987.7306
San Jose,California,135,2,84500,138663.2293
San Diego,California,590,4,79700,165131.6916
Sacramento,California,545,4,74500,147115.0048
Santa Ana,California,576,2,69000,162192.0576
San Jose,California,387,3,71800,151806.0429
Sacramento,California,89,2,83200,123372.2794
Long Beach,California,673,2,60400,170597.925
San Diego,California,589,4,160300,165078.7145
Los Angeles,California,823,3,119300,171314.7112
San Diego,California,200,3,88800,144678.035
San Jose,California,409,2,67900,153178.961
Los Angeles,California,1597,5,213900,211904.1616
San Francisco,California,909,3,123000,192707.9389
Sacramento,California,496,3,150900,144726.5472
San Diego,California,170,4,123600,142881.2999
Sacramento,California,909,2,124400,166813.5204
Santa Ana,California,82,4,94400,135606.5159
San Francisco,California,359,4,119300,163363.0997
Fresno,California,470,4,160100,155056.2031
Sacramento,California,459,2,99500,142973.815
San Diego,California,786,3,67000,175722.6292
Bakersfield,California,641,4,67500,160339.8767
San Jose,California,815,4,96500,174272.8302
Long Beach,California,381,2,78800,155128.605
Bakersfield,California,77,5,69400,130253.3578
Santa Ana,California,97,4,99600,136401.1727
Sacramento,California,206,2,71400,129570.6029
San Diego,California,737,2,68000,173334.1716
Long Beach,California,202,3,113400,145438.2786
Sacramento,California,401,4,69700,139486.299
Fresno,California,177,3,72800,139741.3274
San Francisco,California,871,5,72200,190279.9654
San Diego,California,1237,4,52500,199407.8903
Sacramento,California,956,4,100200,168888.6024
Los Angeles,California,1349,2,54600,199388.0994
Sacramento,California,1160,4,113700,179695.9355
San Jose,California,171,2,123300,140570.4057
San Diego,California,667,4,106200,169210.9301
Sacramento,California,546,3,130600,147375.4033
Sacramento,California,122,3,84800,124913.1031
Fresno,California,474,4,72900,155268.1116
Sacramento,California,462,2,83900,143132.7464
Oakland,California,198,3,55800,156246.2285
Long Beach,California,925,3,93800,183740.7386
San Jose,California,635,4,90500,164736.948
Sacramento,California,191,2,92200,128775.946
Santa Ana,California,682,4,55200,167392.7898
Fresno,California,499,2,91600,157007.3825
Sacramento,California,485,4,60900,143936.3774
Fresno,California,237,5,56700,142505.112
Los Angeles,California,455,5,66100,151404.287
Bakersfield,California,728,3,87300,165156.3078
Bakersfield,California,504,3,84200,153289.4322
Fresno,California,416,2,56900,152610.2812
Fresno,California,832,2,73100,174648.7645
San Francisco,California,229,4,68300,156476.0737
Fresno,California,659,3,55300,165276.3008
Sacramento,California,952,4,53000,168676.6939
Oakland,California,909,3,120900,193912.9631
San Francisco,California,982,4,95700,196367.8475
Los Angeles,California,970,3,72500,179102.3483
Sacramento,California,172,2,83600,127769.3807
San Diego,California,788,2,78200,176036.0049
Bakersfield,California,421,3,60000,148892.331
Sacramento,California,381,4,74600,138426.7566
Santa Ana,California,140,5,76400,138471.7676
Long Beach,California,380,2,58400,155075.6279
San Francisco,California,116,2,60900,150904.5016
San Diego,California,184,5,55000,143415.5582
San Diego,California,440,5,65000,156977.7018
Santa Ana,California,827,5,85300,174867.0512
Los Angeles,California,404,5,60400,148702.4537
San Diego,California,492,4,76600,159939.9336
San Jose,California,303,3,66000,147355.9646
San Diego,California,93,5,90600,138594.64
Santa Ana,California,512,5,57200,158179.2574
San Francisco,California,265,3,38800,158590.6716
Fresno,California,1209,4,55200,194206.2971
San Francisco,California,541,4,63000,173004.9361
Fresno,California,104,3,85400,135873.9974
Bakersfield,California,184,2,67500,136544.1742
San Francisco,California,640,4,81600,178249.6713
Bakersfield,California,885,4,71000,173266.2947
San Francisco,California,179,4,125000,153827.2176
San Francisco,California,526,2,77100,172625.1221
Santa Ana,California,272,2,85600,146087.0121
Los Angeles,California,87,5,67000,131908.7057
Bakersfield,California,417,3,82800,148680.4225
Bakersfield,California,405,5,72600,147629.8542
San Diego,California,214,4,74100,145212.2933
Oakland,California,1079,4,86400,202711.6526
San Francisco,California,114,3,96100,150591.126
Santa Ana,California,158,4,101100,139632.7772
Los Angeles,California,107,4,79800,133175.6696
Long Beach,California,240,5,50000,147036.5664
Los Angeles,California,272,4,96000,141916.8949
Bakersfield,California,816,5,73600,169403.4518
Sacramento,California,347,5,119700,136418.113
San Francisco,California,133,5,79600,151182.8485
San Diego,California,583,2,94800,165175.6946
San Diego,California,96,2,55000,139375.8356
San Jose,California,589,2,74000,162714.8432
Oakland,California,720,3,76800,183900.2868
Sacramento,California,400,3,60800,139640.7433
San Diego,California,102,5,43300,139071.4341
Santa Ana,California,832,5,62000,175131.9368
Bakersfield,California,552,5,60600,155417.4913
San Diego,California,474,2,65800,159401.1882
Santa Ana,California,192,2,67500,141848.8423
Oakland,California,660,5,55200,180306.8166
San Francisco,California,311,2,93800,161235.0407
San Francisco,California,580,4,112500,175071.044
San Diego,California,467,3,96300,158822.9269
Los Angeles,California,1144,5,60400,187905.5249
Los Angeles,California,156,2,86200,136186.3914
Santa Ana,California,188,3,94400,141429.5124
San Jose,California,578,4,84700,161717.252
Oakland,California,91,5,58800,150162.8335
San Diego,California,463,2,44000,158818.4398
Los Angeles,California,89,3,118800,132429.5028
San Jose,California,432,2,139700,154397.4349
San Jose,California,636,3,137500,164997.3466
Oakland,California,699,4,32900,182580.3458
San Jose,California,283,5,67900,145881.5793
Sacramento,California,869,2,67200,164694.4355
Long Beach,California,150,3,54700,142683.4682
Los Angeles,California,437,2,63200,151072.963
Sacramento,California,392,5,63500,138802.0835
Los Angeles,California,357,3,237500,146627.3718
Sacramento,California,432,2,72100,141543.4327
San Francisco,California,125,5,76200,150759.0315
San Diego,California,818,2,87000,177625.3186
Long Beach,California,772,4,59700,175427.8174
San Francisco,California,134,3,61300,151650.6684
San Jose,California,129,2,52400,138345.3666
Oakland,California,336,2,54300,163764.493
Fresno,California,214,3,59500,141701.481
Long Beach,California,819,2,50000,178332.585
San Diego,California,653,3,50700,168676.6718
San Jose,California,600,4,47500,162882.7487
Sacramento,California,1014,4,60000,171961.2755
Oakland,California,109,3,69500,151531.2646
Los Angeles,California,546,3,75300,156640.048
Oakland,California,375,5,76800,165208.3365
